>
-5.508022 50.043912
-5.508022 49.994629
>
-5.099673 50.029831
-5.043349 49.987588
>
0.919959 49.872593
1.239129 49.942998
>
-1.274331 60.003881
-1.307187 59.888886
-1.250863 59.910007
-1.16403 59.982759
>
-6.146361 58.445582
-6.167483 58.452623
-6.256662 58.436195
-6.456143 58.377524
-6.575832 58.314159
-6.709602 58.267223
-6.709602 58.227326
-6.676746 58.173349
-6.787047 58.156921
-6.91847 58.203858
-6.972447 58.109985
-6.972447 58.04662
-6.972447 57.980909
-6.91847 57.941012
-6.864493 57.894076
-6.939591 57.835405
-6.951326 57.807243
-6.91847 57.746225
-6.796435 57.769694
-6.730723 57.800202
-6.718989 57.85418
-6.64389 57.877648
-6.575832 57.929278
-6.456143 57.922238
-6.388085 57.941012
-6.312986 57.987949
-6.289518 58.03958
-6.289518 58.058354
-6.35523 58.063048
-6.35523 58.121719
-6.345842 58.128759
-6.322374 58.152228
-6.277784 58.173349
-6.179217 58.18039
-6.092384 58.220286
-6.134627 58.215592
-6.190951 58.255488
-6.167483 58.307119
-6.158095 58.361096
-6.146361 58.412726
-6.146361 58.445582
>
-6.972447 57.628883
-6.984181 57.635924
>
-2.628455 58.945458
-2.607334 58.968926
-2.628455 58.97362
-2.663658 58.997088
-2.771612 58.990048
-2.872526 59.001782
-2.971093 59.001782
-3.003949 59.046372
-3.015683 59.093309
-3.11425 59.154326
-3.191696 59.154326
-3.224551 59.065147
-3.224551 58.990048
-3.125984 58.957192
-3.003949 58.950152
-2.872526 58.961886
-2.795081 58.950152
-2.750491 58.940764
-2.684779 58.92903
-2.628455 58.945458
>
-3.102516 58.830463
-3.093129 58.865666
-3.147106 58.900868
-3.224551 58.92199
-3.290263 58.910255
-3.301997 58.853931
-3.236286 58.814035
-3.137719 58.821076
-3.102516 58.830463
>
-5.254564 58.215592
-5.24283 58.208552
-5.24283 58.156921
-5.24283 58.105291
-5.24283 58.081823
-5.341397 58.051314
-5.308541 58.004377
-5.231096 57.969175
-5.165384 57.936319
-5.165384 57.922238
-5.24283 57.894076
-5.329663 57.870607
-5.418842 57.858873
-5.496288 57.81663
-5.585468 57.811937
-5.660566 57.781428
-5.651179 57.711023
-5.660566 57.67582
-5.651179 57.617149
-5.651179 57.577253
-5.594855 57.558478
-5.529144 57.53501
-5.561999 57.516235
-5.684035 57.52797
-5.738012 57.511542
-5.738012 57.481033
-5.738012 57.464605
-5.738012 57.457564
-5.738012 57.391853
-5.728625 57.361344
-5.606589 57.356651
-5.451698 57.375425
-5.397721 57.380119
-5.418842 57.333182
-5.517409 57.302673
-5.484554 57.290939
-5.407108 57.286245
-5.418842 57.267471
-5.508022 57.201759
-5.517409 57.171251
-5.529144 57.159516
-5.517409 57.117273
-5.508022 57.093805
-5.550265 57.086765
-5.618323 57.039828
-5.618323 57.028094
-5.618323 56.997585
-5.684035 56.962382
-5.728625 56.896671
-5.738012 56.870856
-5.728625 56.828613
-5.728625 56.769942
-5.738012 56.751167
-5.827192 56.739433
-5.925759 56.725352
-6.024326 56.690149
-6.014938 56.659641
-5.881169 56.654947
-5.848313 56.647906
-5.838926 56.647906
-5.827192 56.617397
-5.815457 56.55638
-5.728625 56.525871
-5.639445 56.476587
-5.594855 56.453119
-5.585468 56.453119
-5.561999 56.46016
-5.561999 56.464853
-5.496288 56.490668
-5.407108 56.521177
-5.320275 56.568114
-5.275685 56.593929
-5.24283 56.610357
-5.209974 56.624438
-5.19824 56.617397
-5.186506 56.605663
-5.186506 56.551686
-5.263951 56.464853
-5.308541 56.392101
-5.364865 56.324043
-5.397721 56.2818
-5.418842 56.239557
-5.439964 56.164458
-5.463432 56.122215
-5.463432 56.079972
-5.508022 56.023648
-5.529144 55.950896
-5.540878 55.906306
-5.540878 55.845289
-5.540878 55.819474
-5.439964 55.833555
-5.397721 55.796005
-5.407108 55.732641
-5.475166 55.671623
-5.561999 55.57775
-5.606589 55.490917
-5.639445 55.415818
-5.672301 55.333679
-5.672301 55.30317
-5.550265 55.30317
-5.496288 55.345413
-5.439964 55.472142
-5.341397 55.608258
-5.296807 55.676317
-5.24283 55.746722
-5.24283 55.781924
-5.24283 55.819474
-5.254564 55.882838
-5.308541 55.95559
-5.320275 56.00018
-5.296807 56.011914
-5.263951 56.030689
-5.19824 56.079972
-5.066817 56.178539
-5.043349 56.183233
-5.033961 56.190273
-5.043349 56.122215
-5.111407 56.035382
-5.177118 55.950896
-5.186506 55.875798
-5.177118 55.838248
-5.132528 55.875798
-5.087939 55.882838
-5.076204 55.882838
-5.055083 55.925081
-5.010493 55.943856
-4.965903 55.932122
-4.956516 55.932122
-4.911926 55.918041
-4.890804 55.901613
-4.87907 55.901613
-4.867336 55.906306
-4.855602 55.913347
-4.855602 55.936815
-4.855602 56.049463
-4.78989 56.023648
-4.691323 56.00018
-4.592756 55.95559
-4.581022 55.936815
-4.679589 55.925081
-4.724179 55.875798
-4.757035 55.819474
-4.768769 55.763149
-4.768769 55.713866
-4.780503 55.664582
-4.724179 55.615299
-4.613878 55.566015
-4.581022 55.458061
-4.679589 55.364188
-4.768769 55.225724
-4.890804 55.087261
-4.933047 55.000428
-4.92366 54.904208
-5.043349 54.960532
-5.076204 54.904208
-5.010493 54.789213
-4.933047 54.662484
-4.855602 54.624934
-4.813359 54.636669
-4.83448 54.777479
-4.813359 54.815028
-4.745301 54.829109
-4.625612 54.784519
-4.437865 54.69534
-4.339298 54.669524
-4.282974 54.732889
-4.282974 54.815028
-4.228997 54.822069
-4.095227 54.796253
-4.017782 54.796253
-3.853503 54.789213
-3.754936 54.822069
-3.665756 54.847884
-3.654022 54.852577
-3.555455 54.873699
-3.5226 54.904208
-3.391177 54.948798
-3.280876 54.941757
-3.125984 54.937064
-3.003949 54.922983
-3.060273 54.892474
-3.137719 54.892474
-3.191696 54.859618
-3.290263 54.815028
-3.346587 54.732889
-3.43342 54.636669
-3.510865 54.540448
-3.543721 54.458309
-3.501478 54.380864
-3.424032 54.322193
-3.367708 54.284643
-3.313731 54.200157
-3.290263 54.188423
-3.257407 54.218932
-3.24802 54.200157
-3.191696 54.155567
-3.137719 54.078122
-3.027417 54.103937
-2.881914 54.129752
-2.729369 54.218932
-2.651924 54.200157
-2.729369 54.136793
-2.729369 54.052307
-2.750491 53.949046
-2.849058 53.890375
-2.917116 53.765993
-2.839671 53.751912
-2.738757 53.733137
-2.849058 53.648651
-2.917116 53.543043
-2.938238 53.477332
-2.881914 53.425702
-2.795081 53.399887
-2.860792 53.371725
-2.949972 53.287238
-3.11425 53.294279
-3.358321 53.287238
-3.677491 53.298973
